id,user_id,vehicle_model_id,package_id,travel_type_id,from_area_id,to_area_id,from_city_id,to_city_id,from_date,to_date,online_booking,mobile_site_booking,booking_created,from_lat,from_long,to_lat,to_long,Car_Cancellation,season,day_of_departure,hour_of_departure,gap_hours,area_cancel_per
132632,694,28,2.0,3,6.0,,,,2013-01-02 16:00:00,2013-01-02 00:00:00,1,0,2013-01-02 14:34:00,12.97739,77.61762,,,0,4,2,2,1.4333333333333333,-1
132641,22246,12,1.0,3,1084.0,,,,2013-01-02 16:45:00,,0,0,2013-01-02 16:12:00,12.892657,77.581866,,,0,4,2,2,0.55,2
132684,22270,28,1.0,3,601.0,,,,2013-01-03 09:15:00,,0,0,2013-01-03 08:24:00,13.02434,77.56593,,,0,4,3,1,0.85,1
132692,1256,12,1.0,3,58.0,,,,2013-01-03 12:00:00,,0,0,2013-01-03 10:11:00,12.88963,77.60119,,,0,4,3,1,1.8166666666666667,3
132693,20432,12,1.0,3,149.0,,,,2013-01-03 11:00:00,,0,0,2013-01-03 10:25:00,12.93022,77.56039,,,0,4,3,1,0.5833333333333334,2
132695,41448,12,1.0,3,767.0,,,,2013-01-05 14:30:00,2013-01-05 00:00:00,1,0,2013-01-03 10:32:00,12.9122,77.51043,,,0,4,5,2,51.96666666666667,2
132706,868,12,1.0,3,824.0,,,,2013-01-03 15:00:00,,0,0,2013-01-03 14:13:00,13.06557,77.58646,,,0,4,3,2,0.7833333333333333,1
132724,22292,36,2.0,3,541.0,,,,2013-01-04 19:30:00,,0,0,2013-01-03 17:44:00,12.93524,77.61997,,,0,4,4,3,25.766666666666666,2
132740,4865,12,2.0,3,1378.0,,,,2013-01-05 10:00:00,2013-01-05 00:00:00,1,0,2013-01-03 21:15:00,12.827912,77.679642,,,0,4,5,1,36.75,1
132742,21644,65,2.0,3,1015.0,,,,2013-01-04 05:15:00,,0,0,2013-01-03 21:34:00,12.93086,77.57769,,,0,4,4,0,7.683333333333334,0
132756,25774,12,1.0,3,571.0,,,,2013-01-04 13:15:00,,0,0,2013-01-04 08:36:00,12.95185,77.69642,,,0,4,4,2,4.65,3
132759,22308,12,1.0,3,1058.0,,,,2013-01-04 10:15:00,,0,0,2013-01-04 09:15:00,12.914535,77.631658,,,0,4,4,1,1.0,0
132775,22316,28,1.0,3,767.0,,,,2013-01-04 12:15:00,,0,0,2013-01-04 11:16:00,12.9122,77.51043,,,0,4,4,1,0.9833333333333333,2
132776,22236,24,2.0,3,1191.0,,,,2013-01-04 12:30:00,,0,0,2013-01-04 11:24:00,13.03017,77.56684,,,0,4,4,1,1.1,0
132777,34078,85,1.0,3,1230.0,,,,2013-01-05 11:30:00,,0,0,2013-01-04 11:27:00,13.02239,77.59492,,,0,4,5,1,24.05,1
132782,22320,12,2.0,3,1214.0,,,,2013-01-04 14:30:00,,0,0,2013-01-04 13:22:00,12.97672,77.64927,,,0,4,4,2,1.1333333333333333,0
132787,19126,12,2.0,3,145.0,,,,2013-01-04 15:45:00,,0,0,2013-01-04 14:23:00,12.99067,77.65587,,,0,4,4,2,1.3666666666666667,0
132801,21088,12,2.0,3,293.0,,,,2013-01-05 12:00:00,,0,0,2013-01-04 16:24:00,12.849482,77.663187,,,0,4,5,1,19.6,3
132802,22332,28,1.0,3,115.0,,,,2013-01-04 18:00:00,,0,0,2013-01-04 16:26:00,12.99319,77.54472,,,0,4,4,2,1.5666666666666667,0
132828,22345,87,2.0,3,1096.0,,,,2013-01-05 04:00:00,2013-01-05 00:00:00,1,0,2013-01-04 19:34:00,12.96519,77.71932,,,0,4,5,0,8.433333333333334,3
132831,22346,12,2.0,3,784.0,,,,2013-01-05 08:45:00,,0,0,2013-01-04 19:50:00,12.96634,77.60709,,,0,4,5,1,12.916666666666666,0
132835,17444,12,1.0,3,571.0,,,,2013-01-05 10:00:00,,0,0,2013-01-04 20:19:00,12.95185,77.69642,,,0,4,5,1,13.683333333333334,3
132841,22352,28,2.0,3,115.0,,,,2013-01-06 01:30:00,2013-01-06 00:00:00,1,0,2013-01-04 21:02:00,12.99319,77.54472,,,0,4,6,0,28.466666666666665,0
132850,22359,12,1.0,3,1010.0,,,,2013-01-05 09:00:00,,0,0,2013-01-04 22:25:00,12.96691,77.74935,,,0,4,5,1,10.583333333333334,3
132868,20430,12,1.0,3,89.0,,,,2013-01-05 10:45:00,,0,0,2013-01-05 09:28:00,12.96519,77.71932,,,0,4,5,1,1.2833333333333334,1
132871,22369,12,1.0,3,1170.0,,,,2013-01-05 12:00:00,2013-01-05 00:00:00,1,0,2013-01-05 10:28:00,12.98793,77.52612,,,0,4,5,1,1.5333333333333334,-1
132872,17528,85,2.0,3,393.0,,,,2013-01-06 12:30:00,2013-01-06 00:00:00,1,0,2013-01-05 10:29:00,13.19956,77.70688,,,0,4,6,1,26.016666666666666,3
132877,24916,12,1.0,3,1383.0,,,,2013-01-05 12:30:00,,0,0,2013-01-05 10:51:00,12.930451,77.685822,,,0,4,5,1,1.65,2
132878,22372,24,1.0,3,1077.0,,,,2013-01-05 12:00:00,,0,0,2013-01-05 10:53:00,12.990236,77.586393,,,0,4,5,1,1.1166666666666667,-1
132882,41448,12,1.0,3,767.0,,,,2013-01-19 11:30:00,2013-01-19 00:00:00,1,0,2013-01-05 11:46:00,12.9122,77.51043,,,0,4,5,1,335.73333333333335,2
132899,16934,12,2.0,3,293.0,,,,2013-01-05 15:30:00,,0,0,2013-01-05 14:38:00,12.849482,77.663187,,,0,4,5,2,0.8666666666666667,3
132910,22386,12,2.0,3,292.0,,,,2013-01-05 17:45:00,,0,0,2013-01-05 15:36:00,12.93944,77.62923,,,0,4,5,2,2.15,2
132922,22391,85,1.0,3,217.0,,,,2013-01-05 19:30:00,,0,0,2013-01-05 17:50:00,13.0011,77.6235,,,0,4,5,3,1.6666666666666667,0
132927,22392,12,1.0,3,25.0,,,,2013-01-05 19:45:00,,0,0,2013-01-05 18:52:00,12.98059,77.57475,,,0,4,5,3,0.8833333333333333,1
132966,22414,12,2.0,3,1056.0,,,,2013-01-06 02:30:00,,0,0,2013-01-06 00:26:00,12.919199,77.60931,,,0,4,6,0,2.066666666666667,3
132978,16070,12,1.0,3,478.0,,,,2013-01-06 09:30:00,,0,0,2013-01-06 08:12:00,12.9221,77.55263,,,0,4,6,1,1.3,1
132982,21901,12,2.0,3,58.0,,,,2013-01-06 12:00:00,2013-01-06 00:00:00,1,0,2013-01-06 08:31:00,12.88963,77.60119,,,0,4,6,1,3.4833333333333334,3
132983,22422,12,1.0,3,450.0,,,,2013-01-06 13:00:00,,0,0,2013-01-06 08:42:00,12.9334,77.62652,,,0,4,6,2,4.3,2
132992,22372,12,2.0,3,1077.0,,,,2013-01-06 11:00:00,,0,0,2013-01-06 09:48:00,12.990236,77.586393,,,0,4,6,1,1.2,-1
132993,24916,12,1.0,3,1383.0,,,,2013-01-07 09:00:00,,0,0,2013-01-06 10:07:00,12.930451,77.685822,,,0,4,0,1,22.883333333333333,2
133005,22434,12,2.0,3,561.0,,,,2013-01-07 03:30:00,,0,0,2013-01-06 12:07:00,13.00983,77.62967,,,0,4,0,0,15.383333333333333,1
133015,7500,28,2.0,3,112.0,,,,2013-01-06 15:00:00,,0,0,2013-01-06 13:12:00,12.93331,77.56666,,,0,4,6,2,1.8,1
133018,21672,65,2.0,3,689.0,,,,2013-01-06 15:00:00,,0,0,2013-01-06 13:48:00,12.97672,77.64927,,,0,4,6,2,1.2,2
133025,22447,12,1.0,3,1246.0,,,,2013-01-06 16:00:00,,0,0,2013-01-06 15:21:00,12.95158,77.57833,,,0,4,6,2,0.65,0
133028,17032,12,1.0,3,1085.0,,,,2013-01-06 17:45:00,,0,0,2013-01-06 16:10:00,12.911942,77.651582,,,0,4,6,2,1.5833333333333333,1
133065,41,12,1.0,3,396.0,,,,2013-01-07 14:00:00,,0,0,2013-01-07 00:41:00,12.92073,77.66482,,,0,4,0,2,13.316666666666666,3
133072,18939,12,1.0,3,571.0,,,,2013-01-07 10:30:00,,0,0,2013-01-07 07:55:00,12.95185,77.69642,,,0,4,0,1,2.5833333333333335,3
133073,15846,12,1.0,3,142.0,,,,2013-01-07 09:45:00,,0,0,2013-01-07 08:16:00,12.91281,77.60923,,,0,4,0,1,1.4833333333333334,3
133075,22469,12,2.0,3,776.0,,,,2013-01-07 09:30:00,,0,0,2013-01-07 08:24:00,13.01508,77.67796,,,0,4,0,1,1.1,2
133097,24916,12,1.0,3,1383.0,,,,2013-01-08 09:15:00,,0,0,2013-01-07 12:10:00,12.930451,77.685822,,,0,4,1,1,21.083333333333332,2
133100,16801,12,1.0,3,1054.0,,,,2013-01-07 16:00:00,2013-01-07 00:00:00,1,0,2013-01-07 12:34:00,12.90184,77.581587,,,0,4,0,2,3.433333333333333,2
133117,22487,12,1.0,3,1026.0,,,,2013-01-07 18:00:00,,0,0,2013-01-07 16:16:00,13.10482,77.57631,,,0,4,0,2,1.7333333333333334,3
133118,22319,87,2.0,3,912.0,,,,2013-01-07 17:30:00,,0,0,2013-01-07 16:16:00,12.92645,77.61206,,,0,4,0,2,1.2333333333333334,0
133123,22325,12,2.0,3,1298.0,,,,2013-01-08 09:30:00,,0,0,2013-01-07 16:53:00,12.879678,77.646355,,,0,4,1,1,16.616666666666667,-1
133127,8919,12,1.0,3,293.0,,,,2013-01-07 19:00:00,2013-01-07 00:00:00,1,0,2013-01-07 17:33:00,12.849482,77.663187,,,0,4,0,3,1.45,3
133143,20199,65,2.0,3,1010.0,,,,2013-01-08 10:00:00,,0,0,2013-01-07 20:57:00,12.96691,77.74935,,,0,4,1,1,13.05,3
133149,17888,12,1.0,3,849.0,,,,2013-01-08 07:45:00,2013-01-08 00:00:00,1,0,2013-01-07 22:17:00,12.95434,77.60072,,,0,4,1,1,9.466666666666667,0
133150,22503,12,1.0,3,571.0,,,,2013-01-08 09:00:00,,0,0,2013-01-07 22:29:00,12.95185,77.69642,,,0,4,1,1,10.516666666666667,3
133163,22513,85,1.0,3,585.0,,,,2013-01-08 11:00:00,2013-01-08 00:00:00,1,0,2013-01-08 07:50:00,12.97677,77.5727,,,0,4,1,1,3.1666666666666665,3
133174,17730,12,1.0,3,450.0,,,,2013-01-08 11:30:00,2013-01-08 00:00:00,1,0,2013-01-08 10:30:00,12.9334,77.62652,,,0,4,1,1,1.0,2
133179,24916,12,1.0,3,1383.0,,,,2013-01-09 09:15:00,,0,0,2013-01-08 12:09:00,12.930451,77.685822,,,0,4,2,1,21.1,2
133180,24916,12,1.0,3,1383.0,,,,2013-01-10 09:00:00,,0,0,2013-01-08 12:10:00,12.930451,77.685822,,,0,4,3,1,44.833333333333336,2
133181,24916,12,1.0,3,1383.0,,,,2013-01-11 08:00:00,,0,0,2013-01-08 12:13:00,12.930451,77.685822,,,0,4,4,1,67.78333333333333,2
133190,22522,12,1.0,3,1010.0,,,,2013-01-08 18:00:00,,0,0,2013-01-08 14:36:00,12.96691,77.74935,,,0,4,1,2,3.4,3
133193,18311,12,1.0,3,1010.0,,,,2013-01-10 10:00:00,,0,0,2013-01-08 15:06:00,12.96691,77.74935,,,0,4,3,1,42.9,3
133199,21186,12,1.0,3,83.0,,,,2013-01-08 16:30:00,,0,0,2013-01-08 15:53:00,12.92415,77.67229,,,0,4,1,2,0.6166666666666667,3
133202,22526,85,1.0,3,115.0,,,,2013-01-08 17:15:00,,0,0,2013-01-08 15:58:00,12.99319,77.54472,,,0,4,1,2,1.2833333333333334,0
133206,2374,65,2.0,3,1294.0,,,,2013-01-10 09:00:00,,0,0,2013-01-08 16:59:00,12.964653,77.599573,,,0,4,3,1,40.016666666666666,-1
133222,22537,12,2.0,3,846.0,,,,2013-01-09 09:00:00,2013-01-09 00:00:00,1,0,2013-01-08 19:41:00,12.98635,77.58203,,,0,4,2,1,13.316666666666666,0
133227,22270,12,1.0,3,601.0,,,,2013-01-09 08:45:00,,0,0,2013-01-08 20:31:00,13.02434,77.56593,,,0,4,2,1,12.233333333333333,1
133234,23322,24,2.0,3,1089.0,,,,2013-01-09 14:30:00,,0,0,2013-01-08 21:27:00,12.99517,77.731147,,,0,4,2,2,17.05,3
133240,1649,12,1.0,3,625.0,,,,2013-01-08 23:30:00,,0,0,2013-01-08 22:31:00,12.95431,77.6553,,,0,4,1,3,0.9833333333333333,3
133247,21678,85,1.0,3,1237.0,,,,2013-01-09 10:00:00,,0,0,2013-01-09 06:57:00,12.92645,77.61206,,,0,4,2,1,3.05,1
133248,22551,12,1.0,3,1169.0,,,,2013-01-09 08:30:00,,0,0,2013-01-09 07:32:00,13.018523,77.644366,,,0,4,2,1,0.9666666666666667,1
133252,22552,12,1.0,3,1083.0,,,,2013-01-09 10:45:00,,0,0,2013-01-09 08:59:00,12.900648,77.589183,,,0,4,2,1,1.7666666666666666,2
133254,25774,12,1.0,3,571.0,,,,2013-01-09 13:15:00,,0,0,2013-01-09 09:17:00,12.95185,77.69642,,,0,4,2,2,3.966666666666667,3
133258,22556,12,1.0,3,352.0,,,,2013-01-09 11:30:00,,0,0,2013-01-09 09:43:00,13.03369,77.62821,,,0,4,2,1,1.7833333333333334,1
133261,18046,12,2.0,3,1136.0,,,,2013-01-09 12:00:00,2013-01-09 00:00:00,1,0,2013-01-09 10:30:00,12.99049,77.69798,,,0,4,2,1,1.5,1
133265,22561,12,2.0,3,502.0,,,,2013-01-09 12:00:00,,0,0,2013-01-09 11:10:00,12.90084,77.56483,,,0,4,2,1,0.8333333333333334,2
133272,13164,12,1.0,3,450.0,,,,2013-01-09 13:15:00,,0,0,2013-01-09 12:13:00,12.9334,77.62652,,,0,4,2,2,1.0333333333333334,2
133293,21893,12,1.0,3,776.0,,,,2013-01-09 18:30:00,,0,0,2013-01-09 16:17:00,13.01508,77.67796,,,0,4,2,2,2.216666666666667,2
133296,20720,12,1.0,3,1383.0,,,,2013-01-09 18:00:00,,0,0,2013-01-09 16:27:00,12.930451,77.685822,,,0,4,2,2,1.55,2
133300,22580,85,1.0,3,590.0,,,,2013-01-10 14:00:00,,0,0,2013-01-09 17:44:00,13.00826,77.56433,,,0,4,3,2,20.266666666666666,2
133322,17704,12,1.0,3,83.0,,,,2013-01-10 10:00:00,2013-01-10 00:00:00,1,0,2013-01-09 20:17:00,12.92415,77.67229,,,0,4,3,1,13.716666666666667,3
133323,12849,12,2.0,3,330.0,,,,2013-01-10 06:45:00,,0,0,2013-01-09 20:19:00,12.858833,77.589127,,,0,4,3,1,10.433333333333334,3
133328,22598,12,2.0,3,1056.0,,,,2013-01-10 21:00:00,2013-01-10 00:00:00,1,0,2013-01-09 21:11:00,12.919199,77.60931,,,0,4,3,3,23.816666666666666,3
133329,22599,12,2.0,3,112.0,,,,2013-01-10 00:00:00,,0,0,2013-01-09 21:40:00,12.93331,77.56666,,,0,4,3,0,2.3333333333333335,1
133335,22503,12,1.0,3,571.0,,,,2013-01-10 08:30:00,,0,0,2013-01-09 23:01:00,12.95185,77.69642,,,0,4,3,1,9.483333333333333,3
133342,22608,28,1.0,3,61.0,,,,2013-01-11 00:00:00,,0,0,2013-01-10 00:10:00,12.96298,77.71229,,,0,4,4,0,23.833333333333332,3
133346,20415,12,2.0,3,572.0,,,,2013-01-10 09:00:00,,0,0,2013-01-10 01:00:00,12.91873,77.61494,,,0,4,3,1,8.0,2
133351,22615,12,1.0,3,1390.0,,,,2013-01-10 10:15:00,2013-01-10 00:00:00,1,0,2013-01-10 07:31:00,12.969368,77.641302,,,0,4,3,1,2.7333333333333334,3
133354,26148,12,2.0,3,571.0,,,,2013-01-10 11:00:00,,0,0,2013-01-10 08:17:00,12.95185,77.69642,,,0,4,3,1,2.716666666666667,3
133358,22619,12,2.0,3,784.0,,,,2013-01-10 10:30:00,,0,0,2013-01-10 09:32:00,12.96634,77.60709,,,0,4,3,1,0.9666666666666667,0
133361,21558,12,2.0,3,540.0,,,,2013-01-10 11:00:00,,0,0,2013-01-10 09:47:00,12.92768,77.62664,,,0,4,3,1,1.2166666666666666,1
133370,22626,12,1.0,3,450.0,,,,2013-01-10 14:00:00,,0,0,2013-01-10 12:35:00,12.9334,77.62652,,,0,4,3,2,1.4166666666666667,2
133376,22631,12,2.0,3,478.0,,,,2013-01-10 14:30:00,,0,0,2013-01-10 13:46:00,12.9221,77.55263,,,0,4,3,2,0.7333333333333333,1
133397,17719,12,2.0,3,974.0,,,,2013-01-11 08:30:00,,0,0,2013-01-10 16:36:00,13.07557,77.55904,,,0,4,4,1,15.9,1
133411,2374,65,2.0,3,784.0,,,,2013-01-11 11:00:00,,0,0,2013-01-10 18:37:00,12.96634,77.60709,,,0,4,4,1,16.383333333333333,0
133434,22663,65,2.0,3,1237.0,,,,2013-01-12 09:00:00,2013-01-12 00:00:00,1,0,2013-01-10 21:14:00,12.92645,77.61206,,,0,4,5,1,35.766666666666666,1
133449,22672,12,1.0,3,271.0,,,,2013-01-11 18:30:00,,0,0,2013-01-10 22:58:00,12.95641,77.64076,,,0,4,4,2,19.533333333333335,3
133458,22679,12,2.0,3,1101.0,,,,2013-01-11 01:00:00,,0,0,2013-01-11 00:39:00,12.93652,77.54481,,,0,4,4,0,0.35,0
133462,22245,28,1.0,3,112.0,,,,2013-01-11 07:30:00,,0,0,2013-01-11 06:39:00,12.93331,77.56666,,,0,4,4,1,0.85,1
133466,22564,12,1.0,3,585.0,,,,2013-01-11 08:45:00,,0,0,2013-01-11 08:03:00,12.97677,77.5727,,,0,4,4,1,0.7,3
133469,864,12,2.0,3,1084.0,,,,2013-01-11 11:00:00,,0,0,2013-01-11 08:11:00,12.892657,77.581866,,,0,4,4,1,2.816666666666667,2
133474,314,12,1.0,3,117.0,,,,2013-01-11 11:00:00,,0,0,2013-01-11 08:39:00,12.86966,77.62737,,,0,4,4,1,2.35,2
133475,19619,12,1.0,3,1068.0,,,,2013-01-11 21:00:00,,0,0,2013-01-11 08:42:00,13.044009,77.606805,,,0,4,4,3,12.3,2
133481,15906,85,2.0,3,296.0,,,,2013-01-11 11:30:00,,0,0,2013-01-11 09:08:00,12.96662,77.59868,,,0,4,4,1,2.3666666666666667,0
133483,15094,28,1.0,3,601.0,,,,2013-01-11 13:00:00,2013-01-11 00:00:00,1,0,2013-01-11 09:38:00,13.02434,77.56593,,,0,4,4,2,3.3666666666666667,1
133485,22686,65,2.0,3,448.0,,,,2013-01-11 12:30:00,,0,0,2013-01-11 09:43:00,12.92732,77.63575,,,0,4,4,1,2.783333333333333,2
133488,21558,28,2.0,3,540.0,,,,2013-01-11 12:00:00,2013-01-11 00:00:00,1,0,2013-01-11 10:21:00,12.92768,77.62664,,,0,4,4,1,1.65,1
133496,22690,12,2.0,3,1323.0,,,,2013-01-13 03:45:00,,0,0,2013-01-11 11:09:00,12.869805,77.653211,,,0,4,6,0,40.6,2
133525,8919,12,1.0,3,293.0,,,,2013-01-11 17:15:00,2013-01-11 00:00:00,1,0,2013-01-11 14:52:00,12.849482,77.663187,,,0,4,4,2,2.3833333333333333,3
133526,19060,12,1.0,3,1013.0,,,,2013-01-11 18:00:00,2013-01-11 00:00:00,1,0,2013-01-11 15:06:00,12.9475,77.65878,,,0,4,4,2,2.9,0
133528,22814,12,1.0,3,156.0,,,,2013-01-11 18:30:00,,0,0,2013-01-11 15:45:00,13.02622,77.70143,,,0,4,4,2,2.75,2
133531,22704,65,2.0,3,693.0,,,,2013-01-11 22:00:00,,0,0,2013-01-11 15:56:00,12.90868,77.60398,,,0,4,4,3,6.066666666666666,1
133533,22708,12,1.0,3,784.0,,,,2013-01-11 16:45:00,,0,0,2013-01-11 16:14:00,12.96634,77.60709,,,0,4,4,2,0.5166666666666667,0
133555,22725,12,2.0,3,1323.0,,,,2013-01-12 04:00:00,,0,0,2013-01-11 19:27:00,12.869805,77.653211,,,0,4,5,0,8.55,2
133558,15094,12,1.0,3,1338.0,,,,2013-01-12 09:00:00,2013-01-12 00:00:00,1,0,2013-01-11 19:39:00,13.03017,77.56684,,,0,4,5,1,13.35,0
133563,22729,12,1.0,3,1084.0,,,,2013-01-11 20:45:00,,0,0,2013-01-11 20:15:00,12.892657,77.581866,,,0,4,4,3,0.5,2
133571,22736,12,1.0,3,1032.0,,,,2013-01-12 03:15:00,,0,0,2013-01-11 20:54:00,12.913301,77.685592,,,0,4,5,0,6.35,2
133591,104,12,1.0,3,814.0,,,,2013-01-12 08:45:00,2013-01-12 00:00:00,1,0,2013-01-11 23:02:00,12.908993,77.6889,,,0,4,5,1,9.716666666666667,2
133594,17443,12,2.0,3,83.0,,,,2013-01-12 08:45:00,2013-01-12 00:00:00,1,0,2013-01-11 23:26:00,12.92415,77.67229,,,0,4,5,1,9.316666666666666,3
133595,22753,28,1.0,3,515.0,,,,2013-01-12 10:15:00,2013-01-12 00:00:00,1,0,2013-01-12 00:03:00,12.97896,77.67345,,,0,4,5,1,10.2,3
133604,22758,12,2.0,3,1147.0,,,,2013-01-12 16:00:00,,0,0,2013-01-12 08:48:00,13.03064,77.6491,,,0,4,5,2,7.2,1
133606,7391,65,2.0,3,136.0,,,,2013-01-13 09:30:00,,0,0,2013-01-12 09:07:00,12.90796,77.62418,,,0,4,6,1,24.383333333333333,2
133609,22761,12,2.0,3,1010.0,,,,2013-01-13 03:45:00,,0,0,2013-01-12 09:24:00,12.96691,77.74935,,,0,4,6,0,18.35,3
133611,868,12,2.0,3,219.0,,,,2013-01-12 11:00:00,,0,0,2013-01-12 09:39:00,12.97029,77.56597,,,0,4,5,1,1.35,0
133620,22764,12,2.0,3,540.0,,,,2013-01-12 14:00:00,2013-01-12 00:00:00,1,0,2013-01-12 10:25:00,12.92768,77.62664,,,0,4,5,2,3.5833333333333335,1
133625,22766,12,1.0,3,768.0,,,,2013-01-12 12:30:00,,0,0,2013-01-12 11:16:00,12.98999,77.55332,,,0,4,5,1,1.2333333333333334,0
133626,9829,12,1.0,3,767.0,,,,2013-01-12 14:30:00,,0,0,2013-01-12 11:20:00,12.9122,77.51043,,,0,4,5,2,3.1666666666666665,2
133633,22768,65,2.0,3,520.0,,,,2013-01-12 22:30:00,,0,0,2013-01-12 12:11:00,12.92598,77.61837,,,0,4,5,3,10.316666666666666,0
133639,17352,12,1.0,3,1383.0,,,,2013-01-12 14:30:00,,0,0,2013-01-12 12:40:00,12.930451,77.685822,,,0,4,5,2,1.8333333333333333,2
133640,22773,87,2.0,3,142.0,,,,2013-01-12 13:45:00,,0,0,2013-01-12 12:45:00,12.91281,77.60923,,,0,4,5,2,1.0,3
133646,19734,28,1.0,3,355.0,,,,2013-01-12 17:30:00,2013-01-12 00:00:00,1,0,2013-01-12 15:18:00,12.97539,77.548048,,,0,4,5,2,2.2,-1
133664,17127,12,1.0,3,625.0,,,,2013-01-12 20:00:00,,0,0,2013-01-12 17:23:00,12.95431,77.6553,,,0,4,5,3,2.6166666666666667,3
133671,15195,12,2.0,3,988.0,,,,2013-01-16 09:00:00,,0,0,2013-01-12 17:45:00,12.95365,77.62137,,,0,4,2,1,87.25,0
133672,15195,12,2.0,3,988.0,,,,2013-01-17 08:30:00,,0,0,2013-01-12 17:46:00,12.95365,77.62137,,,0,4,3,1,110.73333333333333,0
133673,15195,12,2.0,3,988.0,,,,2013-01-18 11:00:00,,0,0,2013-01-12 17:47:00,12.95365,77.62137,,,0,4,4,1,137.21666666666667,0
133675,21901,12,1.0,3,58.0,,,,2013-01-13 09:30:00,2013-01-13 00:00:00,1,0,2013-01-12 18:01:00,12.88963,77.60119,,,0,4,6,1,15.483333333333333,3
133681,22789,12,1.0,3,1190.0,,,,2013-01-13 09:30:00,,0,0,2013-01-12 18:30:00,13.03017,77.56684,,,0,4,6,1,15.0,-1
133684,5878,12,1.0,3,1314.0,,,,2013-01-12 19:45:00,,0,0,2013-01-12 18:41:00,12.973553,77.62179,,,0,4,5,3,1.0666666666666667,-1
133691,605,12,1.0,3,1280.0,,,,2013-01-13 05:30:00,2013-01-13 00:00:00,1,0,2013-01-12 19:21:00,12.966054,77.717837,,,0,4,6,0,10.15,2
133692,22796,87,2.0,3,571.0,,,,2013-01-13 08:30:00,,0,0,2013-01-12 19:34:00,12.95185,77.69642,,,0,4,6,1,12.933333333333334,3
133699,7500,12,2.0,3,112.0,,,,2013-01-12 21:45:00,,0,0,2013-01-12 19:56:00,12.93331,77.56666,,,0,4,5,3,1.8166666666666667,1
133700,20289,12,2.0,3,849.0,,,,2013-01-13 08:30:00,,0,0,2013-01-12 20:01:00,12.95434,77.60072,,,0,4,6,1,12.483333333333333,0
133705,16239,12,1.0,3,1017.0,,,,2013-01-13 10:15:00,,0,0,2013-01-12 20:48:00,13.11084,77.60074,,,0,4,6,1,13.45,2
133707,20994,12,2.0,3,358.0,,,,2013-01-14 19:30:00,,0,0,2013-01-12 21:38:00,13.13785,77.47725,,,1,4,0,3,45.86666666666667,0
133719,22753,12,1.0,3,515.0,,,,2013-01-13 09:00:00,2013-01-13 00:00:00,1,0,2013-01-12 23:13:00,12.97896,77.67345,,,0,4,6,1,9.783333333333333,3
133723,22793,87,2.0,3,1010.0,,,,2013-01-13 11:00:00,,0,0,2013-01-12 23:48:00,12.96691,77.74935,,,0,4,6,1,11.2,3
133727,22812,87,2.0,3,1095.0,,,,2013-01-13 10:45:00,,0,0,2013-01-13 00:43:00,12.92415,77.67229,,,0,4,6,1,10.033333333333333,3
