id,user_id,vehicle_model_id,package_id,travel_type_id,from_area_id,to_area_id,from_city_id,to_city_id,from_date,to_date,online_booking,mobile_site_booking,booking_created,from_lat,from_long,to_lat,to_long,Car_Cancellation,season,day_of_departure,hour_of_departure,gap_hours,area_cancel_per
133722,22810,87,,1,293.0,,15.0,32.0,2013-01-13 06:00:00,2013-01-13 00:00:00,0,0,2013-01-12 23:38:00,12.849482,77.663187,,,0,4,6,1,6.366666666666666,3
133724,18577,12,,1,1010.0,,15.0,32.0,2013-01-13 10:00:00,2013-01-13 00:00:00,0,0,2013-01-13 00:02:00,12.96691,77.74935,,,0,4,6,1,9.966666666666667,3
133726,22811,12,,1,1010.0,,15.0,146.0,2013-01-13 04:00:00,2013-01-14 04:00:00,0,0,2013-01-13 00:33:00,12.96691,77.74935,,,0,4,6,0,3.45,3
133732,22815,87,,1,1173.0,,1.0,55.0,2013-01-13 09:00:00,2013-01-14 09:00:00,1,0,2013-01-13 01:33:00,12.959979,77.647998,,,0,4,6,1,7.45,1
133733,22816,65,,1,466.0,,15.0,108.0,2013-01-13 06:30:00,2013-01-13 06:29:59,0,0,2013-01-13 04:09:00,13.017436,77.64458,,,0,4,6,1,2.35,1
133747,22815,12,,1,1173.0,,15.0,32.0,2013-01-13 11:00:00,2013-01-13 10:59:59,0,0,2013-01-13 09:46:00,12.959979,77.647998,,,0,4,6,1,1.2333333333333334,1
133760,22837,12,,1,776.0,,15.0,189.0,2013-01-14 10:30:00,2013-01-14 10:30:00,0,0,2013-01-13 11:37:00,13.01508,77.67796,,,0,4,0,1,22.883333333333333,2
133772,22845,54,,1,708.0,,,147.0,2013-01-14 06:30:00,2013-01-14 00:00:00,1,0,2013-01-13 12:19:00,13.03504,77.62341,,,0,4,0,1,18.183333333333334,0
133774,3468,28,,1,89.0,,15.0,32.0,2013-01-14 05:00:00,2013-01-14 00:00:00,0,0,2013-01-13 12:27:00,12.96519,77.71932,,,0,4,0,0,16.55,1
133782,22851,12,,1,776.0,,15.0,187.0,2013-01-14 07:00:00,2013-01-14 07:00:00,0,0,2013-01-13 13:08:00,13.01508,77.67796,,,0,4,0,1,17.866666666666667,2
133813,22870,87,,1,1338.0,,,147.0,2013-01-14 07:00:00,2013-01-14 00:00:00,1,0,2013-01-13 16:53:00,13.03017,77.56684,,,0,4,0,1,14.116666666666667,0
133901,35673,87,,1,988.0,,15.0,32.0,2013-01-14 17:00:00,2013-01-15 16:59:59,0,0,2013-01-14 15:37:00,12.95365,77.62137,,,0,4,0,2,1.3833333333333333,0
133921,22930,87,,1,105.0,,15.0,32.0,2013-01-15 02:00:00,2013-01-16 01:59:59,0,0,2013-01-14 18:17:00,13.01766,77.64503,,,0,4,1,0,7.716666666666667,2
134090,20570,12,,1,689.0,,15.0,32.0,2013-01-17 07:30:00,2013-01-17 07:30:00,0,0,2013-01-16 15:14:00,12.97672,77.64927,,,0,4,3,1,16.266666666666666,2
134103,23032,54,,1,87.0,,,32.0,2013-01-18 08:00:00,2013-01-18 00:00:00,1,0,2013-01-16 17:18:00,12.97003,77.60658,,,0,4,4,1,38.7,1
134124,15242,65,,1,471.0,,15.0,65.0,2013-01-17 07:00:00,2013-01-17 07:00:00,0,0,2013-01-16 20:27:00,13.01854,77.63524,,,0,4,3,1,10.55,2
134195,23077,12,,1,393.0,,1.0,32.0,2013-01-17 23:30:00,2013-01-17 23:30:00,1,0,2013-01-17 11:27:00,13.19956,77.70688,,,0,4,3,3,12.05,3
134211,17162,54,,1,571.0,,15.0,178.0,2013-01-19 06:30:00,2013-01-19 06:29:59,0,0,2013-01-17 13:25:00,12.95185,77.69642,,,0,4,5,1,41.083333333333336,3
134225,23098,28,,1,150.0,,15.0,146.0,2013-01-19 00:30:00,2013-01-19 00:00:00,0,0,2013-01-17 15:56:00,12.89724,77.61065,,,0,4,5,0,32.56666666666667,2
134230,2374,65,,1,393.0,,15.0,49.0,2013-01-21 12:45:00,2013-01-21 00:00:00,0,0,2013-01-17 16:51:00,13.19956,77.70688,,,0,4,0,1,91.9,3
134234,23103,87,,1,1086.0,,15.0,24.0,2013-01-17 18:15:00,2013-01-17 18:15:00,0,0,2013-01-17 17:48:00,12.907487,77.64729,,,0,4,3,2,0.45,2
134256,23124,12,,1,1245.0,,1.0,185.0,2013-01-18 07:00:00,2013-01-18 07:00:00,1,0,2013-01-17 20:19:00,12.95158,77.57833,,,0,4,4,1,10.683333333333334,-1
134353,23167,12,,1,293.0,,15.0,32.0,2013-01-19 06:00:00,2013-01-19 06:00:00,0,0,2013-01-18 15:26:00,12.849482,77.663187,,,0,4,5,1,14.566666666666666,3
134363,23177,12,,1,691.0,,15.0,32.0,2013-01-19 07:00:00,2013-01-19 00:00:00,0,0,2013-01-18 16:53:00,12.93611,77.60751,,,0,4,5,1,14.116666666666667,1
134371,23184,65,,1,572.0,,,32.0,2013-01-19 06:00:00,2013-01-19 00:00:00,1,0,2013-01-18 18:03:00,12.91873,77.61494,,,0,4,5,1,11.95,2
134374,23186,12,,1,1281.0,,15.0,131.0,2013-01-19 02:00:00,2013-01-20 01:59:59,0,0,2013-01-18 18:14:00,12.934634,77.611283,,,0,4,5,0,7.766666666666667,2
134482,2554,12,,1,149.0,,15.0,32.0,2013-01-20 07:00:00,2013-01-20 00:00:00,0,0,2013-01-19 15:00:00,12.93022,77.56039,,,0,4,6,1,16.0,2
134497,23254,65,,1,1170.0,,1.0,55.0,2013-01-20 07:00:00,2013-01-22 07:00:00,1,0,2013-01-19 16:51:00,12.98793,77.52612,,,0,4,6,1,14.15,-1
134542,23279,12,,1,1056.0,,,32.0,2013-01-20 06:00:00,2013-01-20 00:00:00,1,0,2013-01-19 22:32:00,12.919199,77.60931,,,0,4,6,1,7.466666666666667,3
134608,23314,12,,1,393.0,,1.0,146.0,2013-01-21 05:15:00,2013-01-21 05:15:00,1,0,2013-01-20 12:29:00,13.19956,77.70688,,,0,4,0,0,16.766666666666666,3
134717,23375,12,,1,149.0,,15.0,64.0,2013-01-22 00:30:00,2013-01-22 00:29:59,0,0,2013-01-21 13:19:00,12.93022,77.56039,,,0,4,1,0,11.183333333333334,2
134735,23379,12,,1,149.0,,15.0,64.0,2013-01-22 00:30:00,2013-01-22 00:00:00,0,0,2013-01-21 14:24:00,12.93022,77.56039,,,0,4,1,0,10.1,2
134913,23254,12,,1,467.0,,,146.0,2013-01-23 10:00:00,,1,0,2013-01-22 21:02:00,12.98793,77.52612,,,0,4,2,1,12.966666666666667,-1
134962,23495,12,,1,118.0,,15.0,161.0,2013-01-25 10:00:00,2013-01-26 00:00:00,0,0,2013-01-23 10:24:00,12.98047,77.48373,,,0,4,4,1,47.6,-1
134966,23497,87,,1,515.0,,15.0,146.0,2013-02-01 00:00:00,2013-02-02 00:00:00,0,0,2013-01-23 10:32:00,12.97896,77.67345,,,0,1,4,0,205.46666666666667,3
135109,23350,12,,1,625.0,,15.0,32.0,2013-01-25 09:00:00,2013-01-25 00:00:00,0,0,2013-01-24 13:44:00,12.95431,77.6553,,,0,4,4,1,19.266666666666666,3
135120,23254,54,,1,483.0,,,146.0,2013-01-25 06:00:00,2013-01-26 00:00:00,1,0,2013-01-24 15:32:00,12.95302,77.56333,,,0,4,4,1,14.466666666666667,-1
135151,26943,65,,1,1056.0,,1.0,126.0,2013-01-25 02:00:00,2013-01-27 01:59:59,1,0,2013-01-24 19:31:00,12.919199,77.60931,,,0,4,4,0,6.483333333333333,3
135160,22647,12,,1,149.0,,15.0,32.0,2013-01-25 04:00:00,2013-01-26 00:00:00,0,0,2013-01-24 20:30:00,12.93022,77.56039,,,0,4,4,0,7.5,2
135167,23590,12,,1,142.0,,15.0,29.0,2013-01-26 02:00:00,2013-01-27 01:59:59,0,0,2013-01-24 22:23:00,12.91281,77.60923,,,0,4,5,0,27.616666666666667,3
135227,23505,12,,1,1389.0,,,32.0,2013-01-26 08:00:00,2013-01-26 00:00:00,1,0,2013-01-25 12:17:00,12.919785,77.577031,,,0,4,5,1,19.716666666666665,-1
135261,23643,12,,1,142.0,,15.0,56.0,2013-01-26 07:30:00,2013-01-27 00:00:00,0,0,2013-01-25 16:07:00,12.91281,77.60923,,,0,4,5,1,15.383333333333333,3
135285,23654,54,,1,271.0,,15.0,29.0,2013-01-26 04:00:00,2013-01-26 00:00:00,0,0,2013-01-25 18:10:00,12.95641,77.64076,,,0,4,5,0,9.833333333333334,3
135297,23662,12,,1,171.0,,15.0,146.0,2013-01-25 22:30:00,2013-01-26 22:30:00,0,0,2013-01-25 18:53:00,12.98479,77.66128,,,0,4,4,3,3.6166666666666667,3
135354,23693,12,,1,515.0,,15.0,41.0,2013-01-26 11:30:00,2013-01-26 11:30:00,0,0,2013-01-26 09:05:00,12.97896,77.67345,,,0,4,5,1,2.4166666666666665,3
135414,23452,65,,1,585.0,,15.0,32.0,2013-01-27 06:00:00,2013-01-27 06:00:00,1,0,2013-01-26 15:02:00,12.97677,77.5727,,,0,4,6,1,14.966666666666667,3
135436,23733,87,,1,571.0,,,108.0,2013-01-27 07:30:00,2013-01-27 00:00:00,1,0,2013-01-26 18:05:00,12.95185,77.69642,,,0,4,6,1,13.416666666666666,3
135467,21349,12,,1,571.0,,15.0,185.0,2013-01-27 08:30:00,2013-01-27 00:00:00,0,0,2013-01-26 21:21:00,12.95185,77.69642,,,0,4,6,1,11.15,3
135496,23771,12,,1,1330.0,,15.0,24.0,2013-01-27 10:30:00,2013-01-27 10:30:00,0,0,2013-01-27 09:07:00,12.953434,77.70651,,,0,4,6,1,1.3833333333333333,3
135547,23807,12,,1,393.0,,1.0,55.0,2013-01-28 08:00:00,2013-01-31 07:59:59,1,0,2013-01-27 15:33:00,13.19956,77.70688,,,0,4,0,1,16.45,3
135596,23836,12,,1,297.0,,1.0,68.0,2013-01-28 09:00:00,2013-01-28 09:00:00,1,0,2013-01-27 20:55:00,12.99789,77.61488,,,0,4,0,1,12.083333333333334,1
135717,1117,65,,1,693.0,,,146.0,2013-02-03 07:30:00,2013-02-04 00:00:00,1,0,2013-01-28 20:27:00,12.90868,77.60398,,,0,1,6,1,131.05,1
135735,23906,12,,1,585.0,,,32.0,2013-01-29 06:00:00,2013-01-29 00:00:00,1,0,2013-01-28 23:47:00,12.97677,77.5727,,,0,4,1,1,6.216666666666667,3
135821,15242,12,,1,1237.0,,15.0,58.0,2013-01-30 08:00:00,2013-01-31 00:00:00,0,0,2013-01-29 18:45:00,12.92645,77.61206,,,0,4,2,1,13.25,1
135923,18855,12,,1,393.0,,15.0,49.0,2013-01-31 08:15:00,2013-01-31 00:00:00,0,0,2013-01-30 15:50:00,13.19956,77.70688,,,0,4,3,1,16.416666666666668,3
135956,24018,12,,1,393.0,,15.0,49.0,2013-01-31 10:00:00,2013-01-31 00:00:00,0,0,2013-01-30 20:04:00,13.19956,77.70688,,,0,4,3,1,13.933333333333334,3
135962,24022,12,,1,571.0,,1.0,131.0,2013-01-31 06:00:00,2013-02-02 06:00:00,1,0,2013-01-30 20:24:00,12.95185,77.69642,,,0,4,3,1,9.6,3
136018,24054,12,,1,1166.0,,,55.0,2013-02-02 00:00:00,2013-02-03 00:00:00,1,0,2013-01-31 13:43:00,12.997198,77.669514,,,0,1,5,0,34.28333333333333,2
136066,1768,65,,1,363.0,,15.0,55.0,2013-02-03 06:30:00,2013-02-08 06:29:59,0,0,2013-01-31 20:00:00,12.99287,77.71662,,,0,1,6,1,58.5,3
136067,24078,12,,1,1166.0,,,55.0,2013-02-02 00:00:00,2013-02-03 00:00:00,1,0,2013-01-31 20:07:00,12.997198,77.669514,,,0,1,5,0,27.883333333333333,2
136115,24104,12,,1,571.0,,15.0,41.0,2013-02-01 11:30:00,2013-02-01 11:30:00,0,0,2013-02-01 08:58:00,12.95185,77.69642,,,0,1,4,1,2.533333333333333,3
136152,24122,54,,1,1237.0,,,36.0,2013-02-02 00:30:00,2013-02-03 00:00:00,1,0,2013-02-01 13:04:00,12.92645,77.61206,,,0,1,5,0,11.433333333333334,1
136159,20609,85,,1,393.0,,15.0,32.0,2013-02-05 09:30:00,2013-02-07 09:29:59,0,0,2013-02-01 14:15:00,13.19956,77.70688,,,0,1,1,1,91.25,3
136239,24169,65,,1,585.0,,,135.0,2013-02-02 06:00:00,2013-02-03 00:00:00,1,0,2013-02-01 22:26:00,12.97677,77.5727,,,0,1,5,1,7.566666666666666,3
136277,24187,12,,1,571.0,,15.0,55.0,2013-02-03 07:30:00,2013-02-07 00:00:00,0,0,2013-02-02 11:23:00,12.95185,77.69642,,,0,1,6,1,20.116666666666667,3
136370,24232,87,,1,1121.0,,15.0,32.0,2013-02-03 07:45:00,2013-02-03 00:00:00,0,0,2013-02-02 20:08:00,13.02622,77.70143,,,0,1,6,1,11.616666666666667,0
136425,868,54,,1,142.0,,15.0,144.0,2013-02-03 13:00:00,2013-02-03 13:00:00,0,0,2013-02-03 11:12:00,12.91281,77.60923,,,0,1,6,2,1.8,3
136595,18906,87,,1,1166.0,,15.0,29.0,2013-02-09 07:30:00,2013-02-10 07:30:00,0,0,2013-02-04 18:50:00,12.997198,77.669514,,,0,1,5,1,108.66666666666667,2
136741,13895,12,,1,243.0,,15.0,32.0,2013-02-06 06:30:00,2013-02-06 00:00:00,0,0,2013-02-06 00:56:00,13.24373,77.70915,,,0,1,2,1,5.566666666666666,0
136790,28507,65,,1,1010.0,,15.0,32.0,2013-02-07 07:30:00,2013-02-07 00:00:00,0,0,2013-02-06 13:25:00,12.96691,77.74935,,,0,1,3,1,18.083333333333332,3
136845,24492,24,,1,1133.0,,,32.0,2013-02-09 06:30:00,2013-02-09 00:00:00,1,0,2013-02-06 21:24:00,12.9744,77.69183,,,0,1,5,1,57.1,1
137064,24596,12,,1,488.0,,15.0,32.0,2013-02-09 06:30:00,2013-02-09 06:29:59,0,0,2013-02-08 13:54:00,12.959979,77.647998,,,0,1,5,1,16.6,2
137106,24622,12,,1,839.0,,15.0,55.0,2013-02-10 08:00:00,2013-02-13 07:59:59,1,0,2013-02-08 18:20:00,12.85773,77.78642,,,0,1,6,1,37.666666666666664,2
137192,24667,65,,1,625.0,,15.0,131.0,2013-02-10 08:00:00,2013-02-14 00:00:00,0,0,2013-02-09 11:07:00,12.95431,77.6553,,,0,1,6,1,20.883333333333333,3
137313,24727,85,,1,393.0,,15.0,32.0,2013-02-17 09:00:00,2013-02-17 00:00:00,0,0,2013-02-10 09:34:00,13.19956,77.70688,,,0,1,6,1,167.43333333333334,3
137339,24742,12,,1,393.0,,,163.0,2013-02-21 12:00:00,2013-02-23 00:00:00,1,0,2013-02-10 13:03:00,13.19956,77.70688,,,0,1,3,1,262.95,3
137342,20206,54,,1,,,15.0,55.0,2013-02-10 16:30:00,2013-02-11 00:00:00,1,0,2013-02-10 13:26:00,,,,,0,1,6,2,3.066666666666667,-1
137349,20206,54,,1,1085.0,,15.0,151.0,2013-02-13 08:30:00,2013-02-17 08:30:00,0,0,2013-02-10 14:05:00,12.911942,77.651582,,,0,1,2,1,66.41666666666667,1
137536,24824,12,,1,393.0,,,32.0,2013-02-13 16:45:00,,1,0,2013-02-12 11:37:00,13.19956,77.70688,,,0,1,2,2,29.133333333333333,3
137554,24833,12,,1,393.0,,,32.0,2013-02-16 00:45:00,,1,0,2013-02-12 13:38:00,13.19956,77.70688,,,0,1,5,0,83.11666666666666,3
137816,24969,12,,1,264.0,,15.0,32.0,2013-02-15 09:00:00,2013-02-15 09:00:00,0,0,2013-02-14 15:18:00,12.90721,77.69544,,,0,1,4,1,17.7,2
137863,21300,24,,1,793.0,,15.0,25.0,2013-02-15 08:30:00,2013-02-15 00:00:00,0,0,2013-02-14 21:14:00,13.02239,77.59492,,,0,1,4,1,11.266666666666667,0
137910,25015,87,,1,1152.0,,,55.0,2013-02-27 06:00:00,2013-03-02 00:00:00,1,0,2013-02-15 10:38:00,12.87153,77.60206,,,0,1,2,1,283.3666666666667,1
137928,25027,12,,1,1061.0,,15.0,32.0,2013-02-16 07:00:00,2013-02-16 00:00:00,0,0,2013-02-15 12:45:00,12.924878,77.566255,,,0,1,5,1,18.25,1
138008,25063,65,,1,142.0,,,32.0,2013-02-17 06:00:00,2013-02-17 00:00:00,1,0,2013-02-15 19:27:00,12.91281,77.60923,,,0,1,6,1,34.55,3
138040,38419,87,,1,571.0,,15.0,147.0,2013-02-16 07:00:00,2013-02-16 00:00:00,0,0,2013-02-16 00:08:00,12.95185,77.69642,,,0,1,5,1,6.866666666666666,3
138048,8119,12,,1,58.0,,15.0,56.0,2013-02-16 09:00:00,2013-02-17 09:00:00,0,0,2013-02-16 01:32:00,12.88963,77.60119,,,0,1,5,1,7.466666666666667,3
138071,25098,12,,1,1338.0,,15.0,146.0,2013-02-18 09:00:00,2013-02-18 09:00:00,0,0,2013-02-16 10:29:00,13.03017,77.56684,,,0,1,0,1,46.516666666666666,0
138079,25104,12,,1,393.0,,15.0,32.0,2013-03-02 09:45:00,2013-03-02 00:00:00,0,0,2013-02-16 11:57:00,13.19956,77.70688,,,0,1,5,1,333.8,3
138136,25141,65,,1,585.0,,15.0,32.0,2013-02-17 06:00:00,2013-02-17 06:00:00,1,0,2013-02-16 20:22:00,12.97677,77.5727,,,0,1,6,1,9.633333333333333,3
138244,25205,12,,1,1096.0,,15.0,191.0,2013-02-17 19:00:00,2013-02-18 19:00:00,0,0,2013-02-17 17:40:00,12.96519,77.71932,,,0,1,6,3,1.3333333333333333,3
138325,25235,65,,1,393.0,,1.0,4.0,2013-02-27 10:00:00,2013-03-02 10:00:00,1,0,2013-02-18 14:29:00,13.19956,77.70688,,,0,1,2,1,211.51666666666668,3
138326,25236,12,,1,393.0,,15.0,146.0,2013-02-20 08:00:00,2013-02-21 07:59:59,0,0,2013-02-18 14:35:00,13.19956,77.70688,,,0,1,2,1,41.416666666666664,3
138333,25139,12,,1,1262.0,,15.0,32.0,2013-02-19 08:00:00,2013-02-19 07:59:59,0,0,2013-02-18 15:19:00,12.81575,77.68465,,,0,1,1,1,16.683333333333334,1
138336,25242,12,,1,393.0,,,144.0,2013-02-21 00:30:00,2013-02-21 00:00:00,1,0,2013-02-18 15:40:00,13.19956,77.70688,,,0,1,3,0,56.833333333333336,3
138391,7932,65,,1,1136.0,,,146.0,2013-02-19 22:00:00,2013-02-19 00:00:00,1,0,2013-02-18 22:06:00,12.99049,77.69798,,,0,1,1,3,23.9,1
138466,25301,65,,1,393.0,,15.0,32.0,2013-02-20 00:15:00,2013-02-20 00:00:00,0,0,2013-02-19 14:18:00,13.19956,77.70688,,,0,1,2,0,9.95,3
138510,8702,12,,1,871.0,,,32.0,2013-02-21 05:30:00,2013-02-21 00:00:00,1,0,2013-02-19 18:44:00,12.98712,77.56624,,,0,1,3,0,34.766666666666666,-1
138523,21704,28,,1,1229.0,,,32.0,2013-02-22 06:00:00,2013-02-24 00:00:00,1,0,2013-02-19 20:50:00,13.02239,77.59492,,,0,1,4,1,57.166666666666664,-1
138531,15778,12,,1,585.0,,,41.0,2013-02-20 06:00:00,,1,0,2013-02-19 21:23:00,12.97677,77.5727,,,0,1,2,1,8.616666666666667,3
138532,25334,12,,1,,,15.0,32.0,2013-02-23 06:30:00,2013-02-23 06:29:59,1,0,2013-02-19 21:29:00,,,,,0,1,5,1,81.01666666666667,-1
138682,25422,12,,1,1317.0,,1.0,32.0,2013-02-24 07:00:00,1970-01-01 07:00:00,1,0,2013-02-21 01:04:00,12.980419,77.604514,,,0,1,6,1,77.93333333333334,-1
138727,25451,65,,1,1384.0,,,32.0,2013-02-23 16:00:00,,1,0,2013-02-21 14:26:00,13.02853,77.54625,,,0,1,5,2,49.56666666666667,2
138816,25489,54,,1,1085.0,,15.0,29.0,2013-02-23 00:30:00,2013-02-24 00:00:00,0,0,2013-02-22 09:52:00,12.911942,77.651582,,,0,1,5,0,14.633333333333333,1
138821,25491,12,,1,,,15.0,162.0,2013-02-22 13:30:00,2013-02-23 00:00:00,1,0,2013-02-22 10:22:00,,,,,0,1,4,2,3.1333333333333333,-1
138877,16253,12,,1,595.0,,,32.0,2013-02-23 06:30:00,2013-02-23 00:00:00,1,0,2013-02-22 17:39:00,13.00446,77.56923,,,0,1,5,1,12.85,-1
138883,25524,12,,1,571.0,,15.0,114.0,2013-02-23 04:00:00,2013-02-23 00:00:00,0,0,2013-02-22 17:56:00,12.95185,77.69642,,,0,1,5,0,10.066666666666666,3
138893,19206,54,,1,949.0,,15.0,203.0,2013-02-22 22:30:00,2013-02-25 00:00:00,0,0,2013-02-22 19:11:00,12.98275,77.61582,,,0,1,4,3,3.316666666666667,2
138899,25532,12,,1,393.0,,15.0,146.0,2013-02-23 08:15:00,2013-02-25 00:00:00,0,0,2013-02-22 19:54:00,13.19956,77.70688,,,0,1,5,1,12.35,3
138912,25524,65,,1,571.0,,15.0,114.0,2013-02-23 04:00:00,2013-02-23 00:00:00,0,0,2013-02-22 21:22:00,12.95185,77.69642,,,0,1,5,0,6.633333333333334,3
138935,25549,12,,1,1056.0,,15.0,55.0,2013-02-23 10:15:00,2013-02-24 10:14:59,0,0,2013-02-23 08:16:00,12.919199,77.60931,,,0,1,5,1,1.9833333333333334,3
138936,25549,12,,1,1056.0,,15.0,55.0,2013-02-23 10:00:00,2013-02-24 10:00:00,0,0,2013-02-23 08:17:00,12.919199,77.60931,,,0,1,5,1,1.7166666666666666,3
